Index,atemp,casual,casuallag1,casuallag24,count,countlag1,countlag24,date,datetime,day,holiday,hour,humidity,month,registered,registeredlag1,registeredlag24,season,temp,weather,weekday,windspeed,wknum,workingday,year
40952_9,6.82,7,4,8,205,417,277,2/13/2012,2/13/2012 9:00,13,0,9,50,2,198,413,269,1,4.92,1,1,12.998,7,1,2012
40952_10,7.575,1,7,20,71,205,116,2/13/2012,2/13/2012 10:00,13,0,10,50,2,70,198,96,1,5.74,1,1,8.9981,7,1,2012
40952_11,11.365,5,1,12,90,71,116,2/13/2012,2/13/2012 11:00,13,0,11,37,2,85,70,104,1,9.02,1,1,12.998,7,1,2012
40952_12,12.88,7,5,19,118,90,150,2/13/2012,2/13/2012 12:00,13,0,12,28,2,111,85,131,1,11.48,1,1,22.0028,7,1,2012
40952_13,15.15,11,7,17,140,118,141,2/13/2012,2/13/2012 13:00,13,0,13,22,2,129,111,124,1,13.12,1,1,15.0013,7,1,2012
40952_14,17.425,10,11,14,135,140,140,2/13/2012,2/13/2012 14:00,13,0,14,23,2,125,129,126,1,13.94,1,1,7.0015,7,1,2012
40952_15,17.425,10,10,25,155,135,171,2/13/2012,2/13/2012 15:00,13,0,15,27,2,145,125,146,1,14.76,1,1,8.9981,7,1,2012
40952_16,17.425,5,10,13,211,155,228,2/13/2012,2/13/2012 16:00,13,0,16,23,2,206,145,215,1,14.76,1,1,12.998,7,1,2012
40952_17,17.425,8,5,13,407,211,430,2/13/2012,2/13/2012 17:00,13,0,17,23,2,399,206,417,1,14.76,1,1,12.998,7,1,2012
40952_18,15.91,6,8,11,405,407,437,2/13/2012,2/13/2012 18:00,13,0,18,25,2,399,399,426,1,13.94,1,1,16.9979,7,1,2012
40952_19,16.665,7,6,7,263,405,291,2/13/2012,2/13/2012 19:00,13,0,19,25,2,256,399,284,1,13.94,1,1,8.9981,7,1,2012
40952_20,15.15,4,7,7,214,263,201,2/13/2012,2/13/2012 20:00,13,0,20,42,2,210,256,194,1,12.3,1,1,11.0014,7,1,2012
40952_21,14.395,2,4,11,147,214,154,2/13/2012,2/13/2012 21:00,13,0,21,45,2,145,210,143,1,11.48,1,1,8.9981,7,1,2012
40952_22,13.635,3,2,4,102,147,87,2/13/2012,2/13/2012 22:00,13,0,22,56,2,99,145,83,1,10.66,1,1,7.0015,7,1,2012
40952_23,15.91,2,3,3,36,102,46,2/13/2012,2/13/2012 23:00,13,0,23,41,2,34,99,43,1,11.48,1,1,0,7,1,2012
40953_0,15.15,0,2,1,14,51,23,2/14/2012,2/14/2012 0:00,14,0,0,60,2,14,49,22,1,10.66,2,2,0,7,1,2012
40953_1,15.15,0,0,8,6,14,14,2/14/2012,2/14/2012 1:00,14,0,1,56,2,6,14,6,1,10.66,2,2,0,7,1,2012
40953_2,15.91,0,0,0,3,6,4,2/14/2012,2/14/2012 2:00,14,0,2,41,2,3,6,4,1,11.48,2,2,0,7,1,2012
40953_3,15.15,0,0,1,3,3,2,2/14/2012,2/14/2012 3:00,14,0,3,52,2,3,3,1,1,10.66,2,2,0,7,1,2012
40953_4,13.635,0,0,0,2,3,3,2/14/2012,2/14/2012 4:00,14,0,4,65,2,2,3,3,1,10.66,2,2,7.0015,7,1,2012
40953_5,13.635,2,0,0,22,2,15,2/14/2012,2/14/2012 5:00,14,0,5,65,2,20,2,15,1,10.66,2,2,7.0015,7,1,2012
40953_6,15.15,1,2,2,90,22,100,2/14/2012,2/14/2012 6:00,14,0,6,56,2,89,20,98,1,10.66,2,2,0,7,1,2012
40953_7,12.88,4,1,6,280,90,299,2/14/2012,2/14/2012 7:00,14,0,7,60,2,276,89,293,1,9.84,2,2,6.0032,7,1,2012
40953_8,14.395,3,4,7,513,280,529,2/14/2012,2/14/2012 8:00,14,0,8,70,2,510,276,522,1,9.84,2,2,0,7,1,2012
40953_9,14.395,6,3,11,262,513,289,2/14/2012,2/14/2012 9:00,14,0,9,56,2,256,510,278,1,10.66,2,2,6.0032,7,1,2012
40953_10,13.635,8,6,12,98,262,116,2/14/2012,2/14/2012 10:00,14,0,10,60,2,90,256,104,1,10.66,2,2,8.9981,7,1,2012
40953_11,15.15,5,8,9,112,98,129,2/14/2012,2/14/2012 11:00,14,0,11,45,2,107,90,120,1,12.3,2,2,11.0014,7,1,2012
40953_12,14.395,10,5,9,172,112,172,2/14/2012,2/14/2012 12:00,14,0,12,52,2,162,107,163,1,12.3,2,2,15.0013,7,1,2012
40953_13,16.665,6,10,15,173,172,184,2/14/2012,2/14/2012 13:00,14,0,13,40,2,167,162,169,1,14.76,2,2,16.9979,7,1,2012
40953_14,20.455,13,6,11,124,173,138,2/14/2012,2/14/2012 14:00,14,0,14,40,2,111,167,127,1,16.4,1,2,15.0013,7,1,2012
40953_15,21.21,7,13,13,145,124,146,2/14/2012,2/14/2012 15:00,14,0,15,38,2,138,111,133,1,17.22,2,2,30.0026,7,1,2012
40953_16,21.21,15,7,19,266,145,276,2/14/2012,2/14/2012 16:00,14,0,16,35,2,251,138,257,1,17.22,1,2,19.9995,7,1,2012
40953_17,21.21,19,15,15,523,266,509,2/14/2012,2/14/2012 17:00,14,0,17,38,2,504,251,494,1,17.22,1,2,23.9994,7,1,2012
40953_18,19.695,8,19,10,406,523,518,2/14/2012,2/14/2012 18:00,14,0,18,46,2,398,504,508,1,15.58,2,2,19.9995,7,1,2012
40953_19,17.425,11,8,11,281,406,338,2/14/2012,2/14/2012 19:00,14,0,19,50,2,270,398,327,1,14.76,2,2,11.0014,7,1,2012
40953_20,19.695,6,11,6,184,281,212,2/14/2012,2/14/2012 20:00,14,0,20,46,2,178,270,206,1,15.58,2,2,8.9981,7,1,2012
40953_21,18.18,4,6,20,109,184,190,2/14/2012,2/14/2012 21:00,14,0,21,50,2,105,178,170,1,14.76,2,2,7.0015,7,1,2012
40953_22,18.18,5,4,11,77,109,118,2/14/2012,2/14/2012 22:00,14,0,22,50,2,72,105,107,1,14.76,2,2,7.0015,7,1,2012
40953_23,18.18,2,5,2,57,77,51,2/14/2012,2/14/2012 23:00,14,0,23,50,2,55,72,49,1,14.76,2,2,6.0032,7,1,2012
40954_0,17.425,0,3,2,22,60,23,2/15/2012,2/15/2012 0:00,15,0,0,57,2,22,57,21,1,13.12,1,3,0,7,1,2012
40954_1,18.18,0,0,1,5,22,10,2/15/2012,2/15/2012 1:00,15,0,1,53,2,5,22,9,1,13.94,1,3,0,7,1,2012
40954_2,16.665,0,0,0,4,5,1,2/15/2012,2/15/2012 2:00,15,0,2,61,2,4,5,1,1,12.3,1,3,0,7,1,2012
40954_3,15.91,0,0,0,3,4,1,2/15/2012,2/15/2012 3:00,15,0,3,75,2,3,4,1,1,11.48,1,3,0,7,1,2012
40954_4,14.395,0,0,0,1,3,1,2/15/2012,2/15/2012 4:00,15,0,4,70,2,1,3,1,1,11.48,1,3,7.0015,7,1,2012
40954_5,14.395,0,0,0,25,1,20,2/15/2012,2/15/2012 5:00,15,0,5,70,2,25,1,20,1,11.48,1,3,7.0015,7,1,2012
40954_6,15.15,3,0,3,95,25,98,2/15/2012,2/15/2012 6:00,15,0,6,61,2,92,25,95,1,12.3,1,3,8.9981,7,1,2012
40954_7,14.395,3,3,5,321,95,281,2/15/2012,2/15/2012 7:00,15,0,7,65,2,318,92,276,1,12.3,2,3,12.998,7,1,2012
40954_8,14.395,7,3,13,515,321,508,2/15/2012,2/15/2012 8:00,15,0,8,61,2,508,318,495,1,13.12,1,3,23.9994,7,1,2012
40954_9,15.15,5,7,8,231,515,253,2/15/2012,2/15/2012 9:00,15,0,9,61,2,226,508,245,1,13.12,1,3,22.0028,7,1,2012
40954_10,15.15,12,5,1,120,231,108,2/15/2012,2/15/2012 10:00,15,0,10,57,2,108,226,107,1,13.94,1,3,19.9995,7,1,2012
40954_11,16.665,13,12,5,138,120,102,2/15/2012,2/15/2012 11:00,15,0,11,53,2,125,108,97,1,14.76,1,3,19.0012,7,1,2012
40954_12,19.695,11,13,14,163,138,138,2/15/2012,2/15/2012 12:00,15,0,12,46,2,152,125,124,1,15.58,1,3,26.0027,7,1,2012
40954_13,20.455,11,11,15,170,163,126,2/15/2012,2/15/2012 13:00,15,0,13,43,2,159,152,111,1,16.4,1,3,19.0012,7,1,2012
40954_14,21.21,6,11,8,134,170,108,2/15/2012,2/15/2012 14:00,15,0,14,41,2,128,159,100,1,17.22,1,3,23.9994,7,1,2012
40954_15,21.21,7,6,5,171,134,54,2/15/2012,2/15/2012 15:00,15,0,15,41,2,164,128,49,1,17.22,1,3,15.0013,7,1,2012
40954_16,21.21,9,7,2,231,171,75,2/15/2012,2/15/2012 16:00,15,0,16,38,2,222,164,73,1,17.22,1,3,12.998,7,1,2012
40954_17,21.21,17,9,8,487,231,155,2/15/2012,2/15/2012 17:00,15,0,17,38,2,470,222,147,1,17.22,1,3,12.998,7,1,2012
40954_18,20.455,9,17,4,468,487,167,2/15/2012,2/15/2012 18:00,15,0,18,40,2,459,470,163,1,16.4,1,3,15.0013,7,1,2012
40954_19,19.695,9,9,3,311,468,161,2/15/2012,2/15/2012 19:00,15,0,19,43,2,302,459,158,1,15.58,1,3,11.0014,7,1,2012
40954_20,17.425,4,9,3,211,311,125,2/15/2012,2/15/2012 20:00,15,0,20,46,2,207,302,122,1,14.76,1,3,11.0014,7,1,2012
40954_21,16.665,8,4,3,178,211,129,2/15/2012,2/15/2012 21:00,15,0,21,53,2,170,207,126,1,13.94,1,3,11.0014,7,1,2012
40954_22,17.425,3,8,3,107,178,98,2/15/2012,2/15/2012 22:00,15,0,22,49,2,104,170,95,1,13.94,1,3,7.0015,7,1,2012
40954_23,17.425,4,3,3,58,107,60,2/15/2012,2/15/2012 23:00,15,0,23,53,2,54,104,57,1,13.94,1,3,6.0032,7,1,2012
40955_0,15.15,1,9,3,23,84,26,2/16/2012,2/16/2012 0:00,16,0,0,70,2,22,75,23,1,12.3,2,4,8.9981,7,1,2012
40955_1,16.665,0,1,2,5,23,12,2/16/2012,2/16/2012 1:00,16,0,1,70,2,5,22,10,1,12.3,2,4,0,7,1,2012
40955_2,15.91,1,0,0,7,5,2,2/16/2012,2/16/2012 2:00,16,0,2,70,2,6,5,2,1,12.3,2,4,6.0032,7,1,2012
40955_3,16.665,0,1,0,1,7,4,2/16/2012,2/16/2012 3:00,16,0,3,61,2,1,6,4,1,12.3,2,4,0,7,1,2012
40955_4,15.91,0,0,0,3,1,1,2/16/2012,2/16/2012 4:00,16,0,4,70,2,3,1,1,1,12.3,3,4,6.0032,7,1,2012
40955_5,16.665,0,0,0,20,3,18,2/16/2012,2/16/2012 5:00,16,0,5,70,2,20,3,18,1,12.3,2,4,0,7,1,2012
40955_6,15.91,4,0,1,87,20,76,2/16/2012,2/16/2012 6:00,16,0,6,70,2,83,20,75,1,12.3,2,4,6.0032,7,1,2012
40955_7,15.15,3,4,4,288,87,267,2/16/2012,2/16/2012 7:00,16,0,7,70,2,285,83,263,1,12.3,2,4,8.9981,7,1,2012
40955_8,15.91,9,3,11,498,288,484,2/16/2012,2/16/2012 8:00,16,0,8,70,2,489,285,473,1,12.3,2,4,6.0032,7,1,2012
40955_9,15.15,3,9,9,202,498,238,2/16/2012,2/16/2012 9:00,16,0,9,70,2,199,489,229,1,12.3,2,4,11.0014,7,1,2012
40955_10,16.665,2,3,7,44,202,97,2/16/2012,2/16/2012 10:00,16,0,10,70,2,42,199,90,1,13.12,3,4,8.9981,7,1,2012
40955_11,16.665,2,2,4,71,44,99,2/16/2012,2/16/2012 11:00,16,0,11,70,2,69,42,95,1,13.12,3,4,7.0015,7,1,2012
40955_12,16.665,1,2,10,45,71,158,2/16/2012,2/16/2012 12:00,16,0,12,76,2,44,69,148,1,13.12,3,4,6.0032,7,1,2012
40955_13,15.91,2,1,10,64,45,154,2/16/2012,2/16/2012 13:00,16,0,13,71,2,62,44,144,1,13.94,3,4,16.9979,7,1,2012
40955_14,15.91,1,2,18,31,64,144,2/16/2012,2/16/2012 14:00,16,0,14,81,2,30,62,126,1,13.12,3,4,12.998,7,1,2012
40955_15,18.18,3,1,14,53,31,134,2/16/2012,2/16/2012 15:00,16,0,15,76,2,50,30,120,1,13.94,3,4,0,7,1,2012
40955_16,18.18,8,3,15,118,53,238,2/16/2012,2/16/2012 16:00,16,0,16,81,2,110,50,223,1,13.94,3,4,0,7,1,2012
40955_17,18.18,8,8,12,289,118,399,2/16/2012,2/16/2012 17:00,16,0,17,87,2,281,110,387,1,13.94,3,4,0,7,1,2012
40955_18,16.665,8,8,13,353,289,417,2/16/2012,2/16/2012 18:00,16,0,18,87,2,345,281,404,1,13.94,3,4,8.9981,7,1,2012
40955_19,15.91,4,8,8,258,353,295,2/16/2012,2/16/2012 19:00,16,0,19,87,2,254,345,287,1,13.12,2,4,11.0014,7,1,2012
40955_20,16.665,5,4,2,216,258,199,2/16/2012,2/16/2012 20:00,16,0,20,87,2,211,254,197,1,13.12,2,4,8.9981,7,1,2012
40955_21,17.425,3,5,8,145,216,177,2/16/2012,2/16/2012 21:00,16,0,21,81,2,142,211,169,1,13.94,2,4,7.0015,7,1,2012
40955_22,17.425,3,3,3,111,145,107,2/16/2012,2/16/2012 22:00,16,0,22,81,2,108,142,104,1,13.12,2,4,0,7,1,2012
40955_23,16.665,3,3,9,73,111,84,2/16/2012,2/16/2012 23:00,16,0,23,81,2,70,108,75,1,13.12,1,4,6.0032,7,1,2012
40956_0,16.665,2,1,4,34,65,43,2/17/2012,2/17/2012 0:00,17,0,0,87,2,32,64,39,1,12.3,2,5,0,7,1,2012
40956_1,16.665,2,2,2,18,34,13,2/17/2012,2/17/2012 1:00,17,0,1,93,2,16,32,11,1,12.3,2,5,0,7,1,2012
40956_2,15.91,1,2,7,12,18,16,2/17/2012,2/17/2012 2:00,17,0,2,93,2,11,16,9,1,12.3,2,5,7.0015,7,1,2012
40956_3,14.395,0,1,0,1,12,5,2/17/2012,2/17/2012 3:00,17,0,3,93,2,1,11,5,1,11.48,2,5,7.0015,7,1,2012
40956_4,13.635,0,0,0,1,1,2,2/17/2012,2/17/2012 4:00,17,0,4,93,2,1,1,2,1,11.48,2,5,12.998,7,1,2012
40956_5,13.635,0,0,0,16,1,17,2/17/2012,2/17/2012 5:00,17,0,5,93,2,16,1,17,1,11.48,2,5,11.0014,7,1,2012
40956_6,14.395,1,0,3,71,16,64,2/17/2012,2/17/2012 6:00,17,0,6,96,2,70,16,61,1,11.48,2,5,8.9981,7,1,2012
40956_7,14.395,4,1,5,226,71,230,2/17/2012,2/17/2012 7:00,17,0,7,93,2,222,70,225,1,11.48,2,5,7.0015,7,1,2012
40956_8,15.15,4,4,1,520,226,448,2/17/2012,2/17/2012 8:00,17,0,8,100,2,516,222,447,1,10.66,2,5,0,7,1,2012
40956_9,15.15,8,4,10,283,520,275,2/17/2012,2/17/2012 9:00,17,0,9,100,2,275,516,265,1,10.66,2,5,0,7,1,2012
40956_10,15.91,13,8,5,116,283,124,2/17/2012,2/17/2012 10:00,17,0,10,71,2,103,275,119,1,13.94,1,5,19.0012,7,1,2012
40956_11,16.665,9,13,19,142,116,153,2/17/2012,2/17/2012 11:00,17,0,11,62,2,133,103,134,1,14.76,1,5,27.9993,7,1,2012
40956_12,19.695,21,9,8,198,142,176,2/17/2012,2/17/2012 12:00,17,0,12,46,2,177,133,168,1,15.58,1,5,26.0027,7,1,2012
40956_13,20.455,34,21,22,205,198,192,2/17/2012,2/17/2012 13:00,17,0,13,43,2,171,177,170,1,16.4,1,5,23.9994,7,1,2012
40956_14,20.455,33,34,8,170,205,146,2/17/2012,2/17/2012 14:00,17,0,14,37,2,137,171,138,1,16.4,1,5,23.9994,7,1,2012
40956_15,21.21,41,33,27,221,170,191,2/17/2012,2/17/2012 15:00,17,0,15,35,2,180,137,164,1,17.22,1,5,27.9993,7,1,2012
40956_16,21.21,56,41,28,307,221,268,2/17/2012,2/17/2012 16:00,17,0,16,32,2,251,180,240,1,17.22,1,5,19.9995,7,1,2012
40956_17,21.21,36,56,15,465,307,396,2/17/2012,2/17/2012 17:00,17,0,17,32,2,429,251,381,1,17.22,1,5,22.0028,7,1,2012
40956_18,20.455,15,36,14,377,465,359,2/17/2012,2/17/2012 18:00,17,0,18,35,2,362,429,345,1,16.4,1,5,16.9979,7,1,2012
40956_19,19.695,16,15,16,282,377,262,2/17/2012,2/17/2012 19:00,17,0,19,37,2,266,362,246,1,15.58,1,5,15.0013,7,1,2012
40956_20,20.455,13,16,7,171,282,151,2/17/2012,2/17/2012 20:00,17,0,20,35,2,158,266,144,1,16.4,1,5,12.998,7,1,2012
40956_21,19.695,15,13,14,129,171,122,2/17/2012,2/17/2012 21:00,17,0,21,37,2,114,158,108,1,15.58,1,5,12.998,7,1,2012
40956_22,17.425,15,15,11,107,129,113,2/17/2012,2/17/2012 22:00,17,0,22,40,2,92,114,102,1,14.76,1,5,15.0013,7,1,2012
40956_23,17.425,10,15,1,82,107,65,2/17/2012,2/17/2012 23:00,17,0,23,40,2,72,92,64,1,14.76,1,5,12.998,7,1,2012
40957_0,16.665,5,0,3,86,20,53,2/18/2012,2/18/2012 0:00,18,0,0,42,2,81,20,50,1,13.94,1,6,11.0014,7,0,2012
40957_1,15.91,7,5,2,45,86,45,2/18/2012,2/18/2012 1:00,18,0,1,49,2,38,81,43,1,13.12,1,6,11.0014,7,0,2012
40957_2,14.395,6,7,2,45,45,26,2/18/2012,2/18/2012 2:00,18,0,2,61,2,39,38,24,1,12.3,1,6,16.9979,7,0,2012
40957_3,14.395,3,6,0,18,45,9,2/18/2012,2/18/2012 3:00,18,0,3,65,2,15,39,9,1,11.48,1,6,7.0015,7,0,2012
40957_4,15.15,3,3,0,7,18,4,2/18/2012,2/18/2012 4:00,18,0,4,70,2,4,15,4,1,10.66,1,6,0,7,0,2012
40957_5,12.88,0,3,0,1,7,2,2/18/2012,2/18/2012 5:00,18,0,5,70,2,1,4,2,1,9.84,1,6,6.0032,7,0,2012
40957_6,14.395,1,0,1,9,1,9,2/18/2012,2/18/2012 6:00,18,0,6,70,2,8,1,8,1,9.84,1,6,0,7,0,2012
40957_7,14.395,8,1,0,41,9,19,2/18/2012,2/18/2012 7:00,18,0,7,70,2,33,8,19,1,9.84,1,6,0,7,0,2012
40957_8,13.635,10,8,1,102,41,78,2/18/2012,2/18/2012 8:00,18,0,8,87,2,92,33,77,1,9.02,1,6,0,7,0,2012
40957_9,12.12,22,10,5,138,102,90,2/18/2012,2/18/2012 9:00,18,0,9,80,2,116,92,85,1,9.02,1,6,7.0015,7,0,2012
40957_10,13.635,48,22,23,205,138,166,2/18/2012,2/18/2012 10:00,18,0,10,81,2,157,116,143,1,10.66,1,6,7.0015,7,0,2012
40957_11,16.665,102,48,26,286,205,183,2/18/2012,2/18/2012 11:00,18,0,11,57,2,184,157,157,1,13.12,1,6,8.9981,7,0,2012
40957_12,17.425,128,102,25,369,286,221,2/18/2012,2/18/2012 12:00,18,0,12,43,2,241,184,196,1,14.76,1,6,12.998,7,0,2012
40957_13,20.455,165,128,18,384,369,235,2/18/2012,2/18/2012 13:00,18,0,13,43,2,219,241,217,1,16.4,1,6,19.0012,7,0,2012
40957_14,21.97,183,165,38,427,384,243,2/18/2012,2/18/2012 14:00,18,0,14,35,2,244,219,205,1,18.04,1,6,23.9994,7,0,2012
40957_15,21.21,229,183,12,499,427,124,2/18/2012,2/18/2012 15:00,18,0,15,41,2,270,244,112,1,17.22,1,6,16.9979,7,0,2012
40957_16,21.97,186,229,12,404,499,146,2/18/2012,2/18/2012 16:00,18,0,16,44,2,218,270,134,1,18.04,1,6,22.0028,7,0,2012
40957_17,23.485,142,186,13,364,404,144,2/18/2012,2/18/2012 17:00,18,0,17,36,2,222,218,131,1,19.68,1,6,19.0012,7,0,2012
40957_18,22.725,70,142,3,246,364,108,2/18/2012,2/18/2012 18:00,18,0,18,38,2,176,222,105,1,18.86,1,6,19.9995,7,0,2012
40957_19,21.97,38,70,2,188,246,87,2/18/2012,2/18/2012 19:00,18,0,19,44,2,150,176,85,1,18.04,1,6,11.0014,7,0,2012
40957_20,21.97,25,38,1,148,188,63,2/18/2012,2/18/2012 20:00,18,0,20,44,2,123,150,62,1,18.04,1,6,11.0014,7,0,2012
40957_21,21.97,25,25,5,114,148,48,2/18/2012,2/18/2012 21:00,18,0,21,33,2,89,123,43,1,18.04,1,6,19.9995,7,0,2012
40957_22,20.455,17,25,0,118,114,46,2/18/2012,2/18/2012 22:00,18,0,22,40,2,101,89,46,1,16.4,1,6,30.0026,7,0,2012
40957_23,16.665,12,17,0,74,118,20,2/18/2012,2/18/2012 23:00,18,0,23,40,2,62,101,20,1,14.76,2,6,26.0027,7,0,2012
40958_0,15.15,9,0,0,74,23,21,2/19/2012,2/19/2012 0:00,19,0,0,39,2,65,23,21,1,13.94,2,7,23.9994,8,0,2012
40958_1,15.15,10,9,0,72,74,24,2/19/2012,2/19/2012 1:00,19,0,1,39,2,62,65,24,1,13.12,2,7,16.9979,8,0,2012
40958_2,14.395,3,10,1,48,72,27,2/19/2012,2/19/2012 2:00,19,0,2,36,2,45,62,26,1,12.3,2,7,19.0012,8,0,2012
40958_3,14.395,3,3,0,15,48,14,2/19/2012,2/19/2012 3:00,19,0,3,36,2,12,45,14,1,12.3,2,7,15.0013,8,0,2012
40958_4,12.88,0,3,0,3,15,1,2/19/2012,2/19/2012 4:00,19,0,4,41,2,3,12,1,1,11.48,2,7,26.0027,8,0,2012
40958_5,11.365,1,0,0,2,3,3,2/19/2012,2/19/2012 5:00,19,0,5,48,2,1,3,3,1,10.66,2,7,19.9995,8,0,2012
40958_6,10.605,0,1,0,5,2,2,2/19/2012,2/19/2012 6:00,19,0,6,52,2,5,1,2,1,9.84,1,7,22.0028,8,0,2012
40958_7,10.605,2,0,0,14,5,18,2/19/2012,2/19/2012 7:00,19,0,7,52,2,12,5,18,1,9.84,2,7,19.0012,8,0,2012
40958_8,11.365,8,2,0,56,14,26,2/19/2012,2/19/2012 8:00,19,0,8,56,2,48,12,26,1,9.84,2,7,12.998,8,0,2012
40958_9,11.365,20,8,3,93,56,63,2/19/2012,2/19/2012 9:00,19,0,9,56,2,73,48,60,1,9.84,2,7,16.9979,8,0,2012
40958_10,12.12,49,20,8,191,93,91,2/19/2012,2/19/2012 10:00,19,0,10,52,2,142,73,83,1,10.66,2,7,16.9979,8,0,2012
40958_11,11.365,82,49,3,226,191,124,2/19/2012,2/19/2012 11:00,19,0,11,56,2,144,142,121,1,10.66,2,7,22.0028,8,0,2012
40958_12,13.635,71,82,7,255,226,140,2/19/2012,2/19/2012 12:00,19,0,12,52,2,184,144,133,1,11.48,2,7,16.9979,8,0,2012
40958_13,15.15,64,71,10,261,255,138,2/19/2012,2/19/2012 13:00,19,0,13,49,2,197,184,128,1,12.3,1,7,11.0014,8,0,2012
40958_14,15.91,48,64,9,237,261,111,2/19/2012,2/19/2012 14:00,19,0,14,45,2,189,197,102,1,13.12,2,7,12.998,8,0,2012
40958_15,14.395,85,48,5,253,237,155,2/19/2012,2/19/2012 15:00,19,0,15,49,2,168,189,150,1,12.3,2,7,12.998,8,0,2012
40958_16,15.15,62,85,16,212,253,164,2/19/2012,2/19/2012 16:00,19,0,16,45,2,150,168,148,1,13.12,2,7,19.0012,8,0,2012
40958_17,14.395,22,62,4,157,212,87,2/19/2012,2/19/2012 17:00,19,0,17,49,2,135,150,83,1,12.3,2,7,16.9979,8,0,2012
40958_18,13.635,23,22,4,167,157,96,2/19/2012,2/19/2012 18:00,19,0,18,49,2,144,135,92,1,12.3,2,7,22.0028,8,0,2012
40958_19,14.395,18,23,2,119,167,80,2/19/2012,2/19/2012 19:00,19,0,19,52,2,101,144,78,1,12.3,2,7,16.9979,8,0,2012
40958_20,14.395,22,18,1,103,119,57,2/19/2012,2/19/2012 20:00,19,0,20,52,2,81,101,56,1,12.3,2,7,19.0012,8,0,2012
40958_21,12.88,3,22,0,36,103,36,2/19/2012,2/19/2012 21:00,19,0,21,65,2,33,81,36,1,10.66,3,7,11.0014,8,0,2012
40958_22,12.88,8,3,0,55,36,28,2/19/2012,2/19/2012 22:00,19,0,22,75,2,47,33,28,1,9.84,3,7,6.0032,8,0,2012
40958_23,11.365,5,8,0,35,55,23,2/19/2012,2/19/2012 23:00,19,0,23,93,2,30,47,23,1,9.02,2,7,11.0014,8,0,2012
40969_0,21.21,1,3,1,11,73,23,3/1/2012,3/1/2012 0:00,1,0,0,94,3,10,70,22,1,17.22,2,4,0,9,1,2012
40969_1,22.725,0,1,0,12,11,5,3/1/2012,3/1/2012 1:00,1,0,1,94,3,12,10,5,1,18.86,3,4,7.0015,9,1,2012
40969_2,22.725,0,0,1,6,12,7,3/1/2012,3/1/2012 2:00,1,0,2,94,3,6,12,6,1,18.86,2,4,19.0012,9,1,2012
40969_3,22.725,0,0,0,3,6,1,3/1/2012,3/1/2012 3:00,1,0,3,94,3,3,6,1,1,18.86,1,4,15.0013,9,1,2012
40969_4,23.485,0,0,0,5,3,3,3/1/2012,3/1/2012 4:00,1,0,4,88,3,5,3,3,1,19.68,1,4,12.998,9,1,2012
40969_5,23.485,0,0,0,18,5,20,3/1/2012,3/1/2012 5:00,1,0,5,88,3,18,5,20,1,19.68,1,4,11.0014,9,1,2012
40969_6,21.21,2,0,4,109,18,87,3/1/2012,3/1/2012 6:00,1,0,6,94,3,107,18,83,1,17.22,2,4,0,9,1,2012
40969_7,21.97,8,2,3,304,109,288,3/1/2012,3/1/2012 7:00,1,0,7,94,3,296,107,285,1,18.04,2,4,8.9981,9,1,2012
40969_8,21.21,15,8,9,594,304,498,3/1/2012,3/1/2012 8:00,1,0,8,94,3,579,296,489,1,17.22,1,4,8.9981,9,1,2012
40969_9,22.725,5,15,3,286,594,202,3/1/2012,3/1/2012 9:00,1,0,9,77,3,281,579,199,1,18.86,1,4,16.9979,9,1,2012
40969_10,25,11,5,2,133,286,44,3/1/2012,3/1/2012 10:00,1,0,10,55,3,122,281,42,1,21.32,1,4,11.0014,9,1,2012
40969_11,26.515,19,11,2,168,133,71,3/1/2012,3/1/2012 11:00,1,0,11,43,3,149,122,69,1,22.96,1,4,12.998,9,1,2012
40969_12,26.515,16,19,1,220,168,45,3/1/2012,3/1/2012 12:00,1,0,12,37,3,204,149,44,1,22.96,1,4,15.0013,9,1,2012
40969_13,27.275,24,16,2,211,220,64,3/1/2012,3/1/2012 13:00,1,0,13,32,3,187,204,62,1,23.78,1,4,16.9979,9,1,2012
40969_14,27.275,37,24,1,211,211,31,3/1/2012,3/1/2012 14:00,1,0,14,35,3,174,187,30,1,23.78,1,4,15.0013,9,1,2012
40969_15,31.06,31,37,3,223,211,53,3/1/2012,3/1/2012 15:00,1,0,15,31,3,192,174,50,1,24.6,1,4,16.9979,9,1,2012
40969_16,27.275,38,31,8,361,223,118,3/1/2012,3/1/2012 16:00,1,0,16,32,3,323,192,110,1,23.78,1,4,19.9995,9,1,2012
40969_17,26.515,49,38,8,600,361,289,3/1/2012,3/1/2012 17:00,1,0,17,35,3,551,323,281,1,22.96,1,4,19.9995,9,1,2012
40969_18,25.76,27,49,8,525,600,353,3/1/2012,3/1/2012 18:00,1,0,18,34,3,498,551,345,1,22.14,1,4,23.9994,9,1,2012
40969_19,23.485,11,27,4,328,525,258,3/1/2012,3/1/2012 19:00,1,0,19,41,3,317,498,254,1,19.68,1,4,22.0028,9,1,2012
40969_20,21.97,12,11,5,254,328,216,3/1/2012,3/1/2012 20:00,1,0,20,44,3,242,317,211,1,18.04,1,4,27.9993,9,1,2012
40969_21,21.21,7,12,3,197,254,145,3/1/2012,3/1/2012 21:00,1,0,21,47,3,190,242,142,1,17.22,1,4,31.0009,9,1,2012
